,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_weights,param_p,param_n_neighbors,param_leaf_size,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
67,0.014064216613769531,0.0035867445920052376,0.040476512908935544,0.004497723906280264,distance,2,6,21,"{'weights': 'distance', 'p': 2, 'n_neighbors': 6, 'leaf_size': 21}",0.6546127586890197,0.7510402715351,0.7784759128622006,0.9206974128233971,0.8237210650499763,0.7857094841919389,0.08730091804048118,21,1.0,1.0,1.0,1.0,1.0,1.0,0.0
68,0.007085371017456055,0.00403774260129877,0.09991750717163086,0.03735592417749601,uniform,1,14,35,"{'weights': 'uniform', 'p': 1, 'n_neighbors': 14, 'leaf_size': 35}",0.5776957595430599,0.7620922384701913,0.703704043847507,0.918615164580907,0.7782896421160245,0.7480793697115379,0.11062659946044702,89,0.7741183805893768,0.7624654590951699,0.7737947532124996,0.7344462958166059,0.7388958454643235,0.7567441468355952,0.016976905561541626
69,0.006404304504394531,0.0009688525020872408,0.018311595916748045,0.0015402937973984818,distance,2,15,19,"{'weights': 'distance', 'p': 2, 'n_neighbors': 15, 'leaf_size': 19}",0.5776957595430599,0.7620922384701913,0.7257846945650099,0.918615164580907,0.7966739195824638,0.7561723553483264,0.11030901429264924,63,1.0,1.0,1.0,1.0,1.0,1.0,0.0
70,0.0056419849395751955,0.0017806416002117103,0.0927649974822998,0.01856006549240047,uniform,1,9,39,"{'weights': 'uniform', 'p': 1, 'n_neighbors': 9, 'leaf_size': 39}",0.6034870641169854,0.7315297578349795,0.7510402715351,0.9598525742455006,0.7966739195824638,0.7685167174630059,0.11516117917961011,40,0.8158234688469014,0.7741183805893768,0.7934689819104465,0.7624654590951699,0.7816039925332399,0.785496056595027,0.018211686177459916
71,0.006253433227539062,0.0009075301716706832,0.017490196228027343,0.0011498697993590613,distance,2,3,23,"{'weights': 'distance', 'p': 2, 'n_neighbors': 3, 'leaf_size': 23}",0.6289321748328134,0.7257846945650099,0.8532477818768943,0.928019650891588,0.8966167345234255,0.8065202073379464,0.11235541600543733,14,1.0,1.0,1.0,1.0,1.0,1.0,0.0
72,0.0067555904388427734,3.684319261947986e-05,0.030590057373046875,0.002284852088142334,uniform,2,12,23,"{'weights': 'uniform', 'p': 2, 'n_neighbors': 12, 'leaf_size': 23}",0.5776957595430599,0.7315297578349795,0.7510402715351,0.918615164580907,0.7782896421160245,0.7514341191220142,0.1088596136125448,83,0.7856708920110734,0.7507083955998433,0.8017047055508594,0.7582194891451612,0.7388958454643235,0.7670398655542522,0.02317484885179305
73,0.00534524917602539,0.0009784276550706336,0.07710494995117187,0.0074975906148262135,distance,1,8,37,"{'weights': 'distance', 'p': 1, 'n_neighbors': 8, 'leaf_size': 37}",0.5776957595430599,0.7784759128622006,0.7510402715351,0.9598525742455006,0.8237210650499763,0.7781571166471675,0.12329597991646009,30,1.0,1.0,1.0,1.0,1.0,1.0,0.0
74,0.005667448043823242,0.0021871059479955154,0.08071222305297851,0.002175265785333352,uniform,1,11,13,"{'weights': 'uniform', 'p': 1, 'n_neighbors': 11, 'leaf_size': 13}",0.5776957595430599,0.7510402715351,0.7257846945650099,0.8778784900731108,0.7782896421160245,0.742137771566461,0.09707765279027439,95,0.8158234688469014,0.7741183805893768,0.7854355014127594,0.7659123143357005,0.7625140630429945,0.7807607456455464,0.019229073049311728
75,0.005079984664916992,0.000831795167933797,0.08446683883666992,0.021605617669002514,distance,1,10,11,"{'weights': 'distance', 'p': 1, 'n_neighbors': 10, 'leaf_size': 11}",0.5776957595430599,0.703704043847507,0.7510402715351,0.9598525742455006,0.8237210650499763,0.7632027428442287,0.1268341320440956,46,1.0,1.0,1.0,1.0,1.0,1.0,0.0
76,0.011443614959716797,0.0028642096851896914,0.055278873443603514,0.002833039902275798,uniform,2,17,37,"{'weights': 'uniform', 'p': 2, 'n_neighbors': 17, 'leaf_size': 37}",0.5776957595430599,0.7315297578349795,0.7510402715351,0.918615164580907,0.7966739195824638,0.7551109746153021,0.11000900097554711,68,0.759732699536374,0.717243964789844,0.7463891272586417,0.7463891272586417,0.746439734980363,0.7432389307647729,0.013984815249800494
77,0.007292985916137695,0.0003537241870101582,0.11606035232543946,0.0011833258554251793,distance,1,10,33,"{'weights': 'distance', 'p': 1, 'n_neighbors': 10, 'leaf_size': 33}",0.5776957595430599,0.703704043847507,0.7510402715351,0.9598525742455006,0.8237210650499763,0.7632027428442287,0.1268341320440956,46,1.0,1.0,1.0,1.0,1.0,1.0,0.0
78,0.007069110870361328,0.000367078709152035,0.021555280685424803,0.0037625472221919564,distance,2,17,31,"{'weights': 'distance', 'p': 2, 'n_neighbors': 17, 'leaf_size': 31}",0.5776957595430599,0.7315297578349795,0.7510402715351,0.918615164580907,0.7966739195824638,0.7551109746153021,0.11000900097554711,68,1.0,1.0,1.0,1.0,1.0,1.0,0.0
79,0.007896614074707032,0.0022202562319997895,0.02092289924621582,0.00310342648431244,distance,2,16,5,"{'weights': 'distance', 'p': 2, 'n_neighbors': 16, 'leaf_size': 5}",0.5776957595430599,0.7620922384701913,0.7510402715351,0.918615164580907,0.7966739195824638,0.7612234707423443,0.1093761881707761,52,1.0,1.0,1.0,1.0,1.0,1.0,0.0
