,train,test,val
0,1.0,0.6630644836734768,0.9348871624121347
1,1.0,0.7568765303355129,0.9098178459998841
2,0.9896540833434492,0.7323633845799684,0.8697743248242693
3,1.0,0.8716708820319045,0.827959918456671
4,1.0,0.7947815089700848,0.9001993448816447
