,train,test,val
0,0.9896540833434492,0.7028558473952391,0.905286205167949
1,0.9795810060267712,0.7957117812575687,0.8591426731920082
2,0.9697685949851897,0.7783297333675036,0.8697743248242693
3,0.9795810060267712,0.905286205167949,0.8697743248242693
4,1.0,0.7578656984532698,0.9348871624121347
